ID,Year,Title,Authors,Venue,Citations,DOI,OA_URL,PDF_URL
OA_KW2_017,2023,Automatic stress detection in car drivers based on non-invasive physiological signals using machine learning techniques,"Ali I. Siam, Samah A. Gamel, Fatma M. Talaat",Neural Computing and Applications,103,https://doi.org/10.1007/s00521-023-08428-w,https://link.springer.com/content/pdf/10.1007/s00521-023-08428-w.pdf,https://link.springer.com/content/pdf/10.1007/s00521-023-08428-w.pdf
OA_KW2_018,2023,"The transformative power of music: Insights into neuroplasticity, health, and disease","Muriel Tahtouh Zaatar, Kenda Alhakim, Mohammad Enayeh, Ribal Tamer",Brain Behavior & Immunity - Health,102,https://doi.org/10.1016/j.bbih.2023.100716,https://doi.org/10.1016/j.bbih.2023.100716,
OA_KW2_019,2023,A Large Finer-grained Affective Computing EEG Dataset,"Jingjing Chen, Xiaobin Wang, Chen Huang, Xin Hu, Xinke Shen",Scientific Data,98,https://doi.org/10.1038/s41597-023-02650-w,https://www.nature.com/articles/s41597-023-02650-w.pdf,https://www.nature.com/articles/s41597-023-02650-w.pdf
OA_KW2_020,2023,Stress and Workload Assessment in Aviation—A Narrative Review,"Giulia Masi, Gianluca Amprimo, Claudia Ferraris, Lorenzo Priano",Sensors,97,https://doi.org/10.3390/s23073556,https://www.mdpi.com/1424-8220/23/7/3556/pdf?version=1680511790,https://www.mdpi.com/1424-8220/23/7/3556/pdf?version=1680511790
OA_KW2_021,2024,"A comprehensive review of deep learning in EEG-based emotion recognition: classifications, trends, and practical implications","Weizhi Ma, Yujia Zheng, Tianhao Li, Zhengping Li, Ying Li",PeerJ Computer Science,87,https://doi.org/10.7717/peerj-cs.2065,https://doi.org/10.7717/peerj-cs.2065,
OA_KW2_022,2024,Predicting stress levels using physiological data: Real-time stress prediction models utilizing wearable devices,"Evgenia Lazarou, Themis P. Exarchos",AIMS neuroscience,79,https://doi.org/10.3934/neuroscience.2024006,http://www.aimspress.com/aimspress-data/aimsn/2024/2/PDF/neurosci-11-02-006.pdf,http://www.aimspress.com/aimspress-data/aimsn/2024/2/PDF/neurosci-11-02-006.pdf
OA_KW2_023,2024,Machine learning for human emotion recognition: a comprehensive review,"Eman M. G. Younis, Someya Mohsen, Essam H. Houssein, Osman Ali Sadek Ibrahim",Neural Computing and Applications,75,https://doi.org/10.1007/s00521-024-09426-2,https://link.springer.com/content/pdf/10.1007/s00521-024-09426-2.pdf,https://link.springer.com/content/pdf/10.1007/s00521-024-09426-2.pdf
OA_KW2_024,2023,"Approaches, Applications, and Challenges in Physiological Emotion Recognition—A Tutorial Overview","Yekta Said Can, Bhargavi Mahesh, Elisabeth André",Proceedings of the IEEE,73,https://doi.org/10.1109/jproc.2023.3286445,https://ieeexplore.ieee.org/ielx7/5/4357935/10171229.pdf,https://ieeexplore.ieee.org/ielx7/5/4357935/10171229.pdf
OA_KW2_025,2024,Emotion recognition with EEG-based brain-computer interfaces: a systematic literature review,"Kübra Erat, Elif Bilge Şahin, Furkan Doğan, Nur Merdanoğlu",Multimedia Tools and Applications,69,https://doi.org/10.1007/s11042-024-18259-z,https://link.springer.com/content/pdf/10.1007/s11042-024-18259-z.pdf,https://link.springer.com/content/pdf/10.1007/s11042-024-18259-z.pdf
OA_KW2_026,2022,Emotion recognition based on multi-modal physiological signals and transfer learning,"Zhongzheng Fu, Boning Zhang, Xinrun He, Yixuan Li",Frontiers in Neuroscience,53,https://doi.org/10.3389/fnins.2022.1000716,https://www.frontiersin.org/articles/10.3389/fnins.2022.1000716/pdf,https://www.frontiersin.org/articles/10.3389/fnins.2022.1000716/pdf
OA_KW2_027,2024,EEG emotion recognition based on differential entropy feature matrix through 2D-CNN-LSTM network,"Teng Wang, Xiaoqiao Huang, Zenan Xiao, Wude Cai",EURASIP Journal on Advances in Signal Processing,49,https://doi.org/10.1186/s13634-024-01146-y,https://asp-eurasipjournals.springeropen.com/counter/pdf/10.1186/s13634-024-01146-y,https://asp-eurasipjournals.springeropen.com/counter/pdf/10.1186/s13634-024-01146-y
OA_KW2_028,2025,A recent advances on autism spectrum disorders in diagnosing based on machine learning and deep learning,"Hajir Ammar Hatim, Zaid Abdi Alkareem Alyasseri, Norziana Jamil",Artificial Intelligence Review,35,https://doi.org/10.1007/s10462-025-11302-x,https://link.springer.com/content/pdf/10.1007/s10462-025-11302-x.pdf,https://link.springer.com/content/pdf/10.1007/s10462-025-11302-x.pdf
OA_KW2_029,2022,Weakly-Supervised Learning for Fine-Grained Emotion Recognition Using Physiological Signals,"Tianyi Zhang, Abdallah El Ali, Chen Wang, Alan Hanjalić",IEEE Transactions on Affective Computing,33,https://doi.org/10.1109/taffc.2022.3158234,https://ir.cwi.nl/pub/31569/31569.pdf,https://ir.cwi.nl/pub/31569/31569.pdf
OA_KW2_030,2023,"K-EmoPhone: A Mobile and Wearable Dataset with In-Situ Emotion, Stress, and Attention Labels","Soowon Kang, Woohyeok Choi, Cheul Young Park, Narae Cha",Scientific Data,32,https://doi.org/10.1038/s41597-023-02248-2,https://www.nature.com/articles/s41597-023-02248-2.pdf,https://www.nature.com/articles/s41597-023-02248-2.pdf
OA_KW2_031,2024,Emerging Frontiers in Human–Robot Interaction,"Farshad Safavi, Parthan Olikkal, Dingyi Pei, Sadia Kamal, Helen Meyerson",Journal of Intelligent & Robotic Systems,31,https://doi.org/10.1007/s10846-024-02074-7,https://link.springer.com/content/pdf/10.1007/s10846-024-02074-7.pdf,https://link.springer.com/content/pdf/10.1007/s10846-024-02074-7.pdf
OA_KW2_032,2024,Adaptive neuro-fuzzy based hybrid classification model for emotion recognition from EEG signals,"Fatma Kebire Bardak, Muhammet Nuri Seyman, Feyzullah Temurtaş",Neural Computing and Applications,31,https://doi.org/10.1007/s00521-024-09573-6,https://link.springer.com/content/pdf/10.1007/s00521-024-09573-6.pdf,https://link.springer.com/content/pdf/10.1007/s00521-024-09573-6.pdf
OA_KW2_033,2023,Emotion recognition with multi-modal peripheral physiological signals,"Jennifer Gohumpu, Mengru Xue, Yanchi Bao",Frontiers in Computer Science,29,https://doi.org/10.3389/fcomp.2023.1264713,https://www.frontiersin.org/articles/10.3389/fcomp.2023.1264713/pdf?isPublishedV2=False,https://www.frontiersin.org/articles/10.3389/fcomp.2023.1264713/pdf?isPublishedV2=False
OA_KW2_034,2026,A Unified Framework for Fair and Personalized Decentralized Learning under Communication Constraints,"Krishnendu S. Tharakan, Carlo Fischione",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2608.26493v2.pdf,https://arxiv.org/pdf/2608.26493v2.pdf
OA_KW2_035,2026,Contrastive and Multi-Task Learning on Noisy Brain Signals with Nonlinear Dynamical Signatures,"Sucheta Ghosh, Felix Dietrich, Zahra Monfared",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2601.08549v3.pdf,https://arxiv.org/pdf/2601.08549v3.pdf
OA_KW2_036,2025,EEG-FM-Bench: A Comprehensive Benchmark for the Systematic Evaluation and Diagnostic Analyses of EEG Foundation Models,"Wei Xiong, Jiangtong Li, Jie Li, Kun Zhu",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2508.17742v3.pdf,https://arxiv.org/pdf/2508.17742v3.pdf
OA_KW2_037,2025,ISAM-MTL: Cross-subject multi-task learning model with identifiable spikes and associative memory networks,"Junyan Li, Bin Hu, Zhi-Hong Guan",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2501.18089v1.pdf,https://arxiv.org/pdf/2501.18089v1.pdf
