paper_code,title,authors,year,journal,doi,file_name,md5_hash
OA_KW2_022,Predicting stress levels using physiological data: Real-time stress prediction models utilizing wearable devices,Evgenia Lazarou and Themis P. Exarchos*,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0022,OA_KW2_022.pdf,8bdc8978fedd65b3840b7f33b4284696
OA_KW2_023,Machine learning for human emotion recognition: a comprehensive review,Eman M. G. Younis,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0023,OA_KW2_023.pdf,b7749105a785fab1847806f1c4b8f7b3
OA_KW2_024,To Appear in Emotion Measurement 2021,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0024,OA_KW2_024.pdf,ca94c1064992ac87fc5aec2464c31832
OA_KW2_025,Emotion recognition with EEG-based brain-computer interfaces: a systematic literature review,Kübra Erat,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0025,OA_KW2_025.pdf,8ff4da1e9d2707c936c57f4bbfc24c61
OA_KW2_026,Emotion recognition based on multi-modal physiological signals and transfer learning,Xinrun He,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0026,OA_KW2_026.pdf,58bf39d267b536d570d5d4842abf77a0
OA_KW2_027,EEG emotion recognition based on differential entropy feature matrix through 2D-CNN-LSTM network,Teng Wang,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0027,OA_KW2_027.pdf,2b2b58d360f8f4913a1f7cdbac469657
OA_KW2_028,Accepted: 16 June 2025 / Published online: 16 July 2025,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0028,OA_KW2_028.pdf,1282ffef45ec9f0ae261a19f0b148152
OA_KW2_029,Weakly-supervised Learning for Fine-grained,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0029,OA_KW2_029.pdf,e7fea7707a7151f7ec764e5f75a84c78
OA_KW2_030,"K-EmoPhone: A Mobile and Wearable Dataset with In-Situ Emotion, Stress, and Attention Labels",Soowon Kang,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0030,OA_KW2_030.pdf,862abd3032c4727fc6a9b5aa49028e2f
OA_KW2_031,Emerging Frontiers in Human–Robot Interaction,Farshad Safavi,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0031,OA_KW2_031.pdf,19c686dd45f4363fbfba483ba91a5fef
OA_KW2_032,Adaptive neuro-fuzzy based hybrid classification model for emotion recognition from EEG signals,F. Kebire Bardak,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0032,OA_KW2_032.pdf,88e6d2d236d146608c244721bf077c00
OA_KW2_033,Emotion recognition with multi-modal peripheral physiological signals,Jennifer Gohumpu,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0033,OA_KW2_033.pdf,4791c0a1877d52f21234ba34d8b46792
OA_KW2_034,A Unified Framework for Fair and Personalized Decentralized Learning under Communication Constraints,Krishnendu S. Tharakan; Carlo Fischione,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0034,OA_KW2_034.pdf,487b82972162c9c250ab43c366e69e63
OA_KW2_035,Contrastive and Multi-Task Learning on Noisy Brain Signals with Nonlinear Dynamical Signatures,Sucheta Ghosh; Felix Dietrich; Zahra Monfared,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0035,OA_KW2_035.pdf,aa14529ab310e92ccedaac3b52d203e6
OA_KW2_036,EEG-FM-Bench: A Comprehensive Benchmark for the Systematic Evaluation and Diagnostic Analyses of EEG Foundation Models,Wei Xiong; Jiangtong Li; Jie Li; Kun Zhu; Changjun Jiang,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0036,OA_KW2_036.pdf,775b72e45ad7a9126b35de38a3e386fb
OA_KW2_037,ISAM-MTL: Cross-subject multi-task learning model with identifiable spikes and associative memory networks,"Junyan Li, Bin Hu, Zhi-Hong Guan",2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0037,OA_KW2_037.pdf,1908e7f74ff2cfc6764139ec799a4001
OA_KW2_038,Published as a conference paper at ICLR 2025,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0038,OA_KW2_038.pdf,49bce3e0f2616e697ae7ffa3fd5302e4
OA_KW2_039,Enhancing Eye-T racking Performance through,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0039,OA_KW2_039.pdf,8dffd15aa89f78430fdfe811a1fe370f
OA_KW2_040,EEGMamba: Bidirectional State Space Models with Mixture of Experts for EEG Classification,Yiyu Gui,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0040,OA_KW2_040.pdf,6dcbea792922f39fcfcd2519577cb091
OA_KW2_041,Online Learning of Multiple Tasks and Their,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0041,OA_KW2_041.pdf,4913754b564b8c727323f46d3987404e
OA_KW2_042,"This is the version of the article before peer review or editing, as submitted by an author",Hasan ZAN,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0042,OA_KW2_042.pdf,acd0b017d2bc8e3738aefbe705938a6b
OA_KW2_043,Motor-imagery classiﬁcation model for brain-computer,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0043,OA_KW2_043.pdf,680aa1410e6fecb97a6eb7a073cc08ab
OA_KW2_044,MIN2Net: End-to-End Multi-Task Learning for Subject-Independent,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0044,OA_KW2_044.pdf,a69eb5e8f7724ec55b54391ae3cb076a
OA_KW2_045,Improving EEG Decoding via Clustering-based,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0045,OA_KW2_045.pdf,507680ee22633c159894bfba05eaaaed
OA_KW2_046,Multi-task Generative Adversarial Learning on Geometrical Shape,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0046,OA_KW2_046.pdf,0e196a73b7816bcd7dec45420cc5cfdd
OA_KW2_047,Recognition of Advertisement Emotions with,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0047,OA_KW2_047.pdf,31601f51041296d86469c82bd577c900
OA_KW2_048,Multi-task Learning with Weak Class Labels,Affective Biosignals Research Consortium,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0048,OA_KW2_048.pdf,0e9e20444ce64587264a93e707aa1ce3
OA_KW2_049,AffectFuse: Cross-Task Feature Fusion with Temporal Modeling for Multi-Task Affective Behavior Analysis,Dipit Saha; Mohammad Raihan Rashid; Shah Mohammad Abdul Mannan; Ahnaf Tahmid; Md. Mehedi Hasan,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0049,OA_KW2_049.pdf,7b702b216b26c9a445c649d4f1a8030e
OA_KW2_050,Task-Specific Feature Fusion Method for Multi-Task Affective Behavior Analysis,Jiajun Sun; Zhe Gao,2023,Open Access / arXiv / IEEE / Frontiers,10.1109/AFF.02.0050,OA_KW2_050.pdf,9e7e743f71e78970c0e23d3bc9376659
