ID,Year,Title,Authors,Venue,Citations,DOI,OA_URL,PDF_URL
OA_KW1_033,2023,"Developing a Physiological Signal-Based, Mean Threshold and Decision-Level Fusion Algorithm (PMD) for Emotion Recognition","Qiuju Zhang, Hongtao Zhang, Keming Zhou, Le Zhang",Tsinghua Science & Technology,49,https://doi.org/10.26599/tst.2022.9010038,https://ieeexplore.ieee.org/ielx7/5971803/10011153/10011177.pdf,https://ieeexplore.ieee.org/ielx7/5971803/10011153/10011177.pdf
OA_KW1_034,2024,Emotion Detection from EEG Signals Using Machine Deep Learning Models,"João Vitor Marques Rabelo Fernandes, Auzuir Ripardo de Alexandria, João Alexandre Lôbo Marques, Débora Ferreira de Assis, Pedro Crosara Motta",Bioengineering,48,https://doi.org/10.3390/bioengineering11080782,https://www.mdpi.com/2306-5354/11/8/782/pdf?version=1722566286,https://www.mdpi.com/2306-5354/11/8/782/pdf?version=1722566286
OA_KW1_035,2023,ECG and EEG based detection and multilevel classification of stress using machine learning for specified genders: A preliminary study,"Apit Hemakom, Danita Atiwiwat, Pasin Israsena",PLoS ONE,44,https://doi.org/10.1371/journal.pone.0291070,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0291070&type=printable,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0291070&type=printable
OA_KW1_036,2023,Machine learning in biosignals processing for mental health: A narrative review,"Elena Sajno, Sabrina Bartolotta, Cosimo Tuena, Pietro Cipresso, Elisa Pedroli",Frontiers in Psychology,43,https://doi.org/10.3389/fpsyg.2022.1066317,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.1066317/pdf,https://www.frontiersin.org/articles/10.3389/fpsyg.2022.1066317/pdf
OA_KW1_037,2023,Deep Learning Models for Stress Analysis in University Students: A Sudoku-Based Study,"Qicheng Chen, Boon Giin Lee",Sensors,42,https://doi.org/10.3390/s23136099,https://www.mdpi.com/1424-8220/23/13/6099/pdf?version=1688361934,https://www.mdpi.com/1424-8220/23/13/6099/pdf?version=1688361934
OA_KW1_038,2023,A Graph Neural Network for EEG-Based Emotion Recognition With Contrastive Learning and Generative Adversarial Neural Network Data Augmentation,"S. Soleimani Gilakjani, Hussein Al Osman",IEEE Access,38,https://doi.org/10.1109/access.2023.3344476,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10365153.pdf,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10365153.pdf
OA_KW1_039,2023,"K-EmoPhone: A Mobile and Wearable Dataset with In-Situ Emotion, Stress, and Attention Labels","Soowon Kang, Woohyeok Choi, Cheul Young Park, Narae Cha, Auk Kim",Scientific Data,32,https://doi.org/10.1038/s41597-023-02248-2,https://www.nature.com/articles/s41597-023-02248-2.pdf,https://www.nature.com/articles/s41597-023-02248-2.pdf
OA_KW1_040,2023,Emotion recognition with multi-modal peripheral physiological signals,"Jennifer Gohumpu, Mengru Xue, Yanchi Bao",Frontiers in Computer Science,29,https://doi.org/10.3389/fcomp.2023.1264713,https://www.frontiersin.org/articles/10.3389/fcomp.2023.1264713/pdf?isPublishedV2=False,https://www.frontiersin.org/articles/10.3389/fcomp.2023.1264713/pdf?isPublishedV2=False
OA_KW1_041,2023,Driver Stress Detection from Physiological Signals by Virtual Reality Simulator,"Nuria Mateos-García, Ana Belén Gil González, Ana de Luis-Reboredo, Belén Pérez-Lancho",Electronics,29,https://doi.org/10.3390/electronics12102179,https://www.mdpi.com/2079-9292/12/10/2179/pdf?version=1683771669,https://www.mdpi.com/2079-9292/12/10/2179/pdf?version=1683771669
OA_KW1_042,2025,An ensemble deep learning framework for emotion recognition through wearable devices multi-modal physiological signals,"Durgesh Nandini, Jyoti Yadav, Vijander Singh, Vijay Mohan, Saurabh Agarwal",Scientific Reports,28,https://doi.org/10.1038/s41598-025-99858-0,https://www.nature.com/articles/s41598-025-99858-0.pdf,https://www.nature.com/articles/s41598-025-99858-0.pdf
OA_KW1_043,2024,Review of EEG Affective Recognition with a Neuroscience Perspective,"Rosary Yuting Lim, Wai-Cheong Lincoln Lew, Kai Keng Ang",Brain Sciences,28,https://doi.org/10.3390/brainsci14040364,https://www.mdpi.com/2076-3425/14/4/364/pdf?version=1712581215,https://www.mdpi.com/2076-3425/14/4/364/pdf?version=1712581215
OA_KW1_044,2023,MGEED: A Multimodal Genuine Emotion and Expression Detection Database,"Yiming Wang, Hui Yu, Weihong Gao, Yifan Xia, Charles Nduka",IEEE Transactions on Affective Computing,28,https://doi.org/10.1109/taffc.2023.3286351,http://bura.brunel.ac.uk/bitstream/2438/27970/3/FullText.pdf,http://bura.brunel.ac.uk/bitstream/2438/27970/3/FullText.pdf
OA_KW1_045,2023,PhyMER: Physiological Dataset for Multimodal Emotion Recognition With Personality as a Context,"Sudarshan Pant, Hyung-Jeong Yang, Eunchae Lim, Soo-Hyung Kim, Seok Bong Yoo",IEEE Access,24,https://doi.org/10.1109/access.2023.3320053,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10265252.pdf,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10265252.pdf
OA_KW1_046,2024,EmoWear: Wearable Physiological and Motion Dataset for Emotion Recognition and Context Awareness,"Mohammad Hasan Rahmani, Michelle Symons, Omid Sobhani, Rafael Berkvens, Maarten Weyn",Scientific Data,23,https://doi.org/10.1038/s41597-024-03429-3,https://doi.org/10.1038/s41597-024-03429-3,
OA_KW1_047,2025,"Stress and Emotion Open Access Data: A Review on Datasets, Modalities, Methods, Challenges, and Future Research Perspectives","Aleksandr Ometov, Anzhelika Mezina, Hsiao-Chun Lin, Otso Arponen, Radim Bürget",Journal of Healthcare Informatics Research,18,https://doi.org/10.1007/s41666-025-00200-0,https://link.springer.com/content/pdf/10.1007/s41666-025-00200-0.pdf,https://link.springer.com/content/pdf/10.1007/s41666-025-00200-0.pdf
OA_KW1_048,2024,"Multimodal emotion recognition based on the fusion of vision, EEG, ECG, and EMG signals","Shripad Bhatlawande, Swati Shilaskar, Sourjadip Pramanik, Swarali Sole",International journal of electrical and computer engineering systems,17,https://doi.org/10.32985/ijeces.15.1.5,https://ijeces.ferit.hr/index.php/ijeces/article/download/2743/369,https://ijeces.ferit.hr/index.php/ijeces/article/download/2743/369
OA_KW1_049,2023,Real-Time Emotion Recognition Using Deep Learning Methods: Systematic Review,"Muthana Alisawi, Nursel Yalçın",Intelligent Methods in Engineering Sciences,16,https://doi.org/10.58190/imiens.2023.7,https://imiens.org/index.php/imiens/article/download/11/11,https://imiens.org/index.php/imiens/article/download/11/11
OA_KW1_050,2025,Deep Learning-Based EEG Emotion Recognition: A Review,"Y. H. Liu, Wenbo Xue, Li Yang, Mengmeng Li",Brain Sciences,9,https://doi.org/10.3390/brainsci16010041,https://www.mdpi.com/2076-3425/16/1/41/pdf?version=1766911263,https://www.mdpi.com/2076-3425/16/1/41/pdf?version=1766911263
